date,predicted_price
2026-01-11,0.7088372522619243
2026-01-12,0.6117675618534784
2026-01-13,0.6630174737989034
2026-01-14,0.5827671752818364
2026-01-15,0.47914320310356723
2026-01-16,0.5593560508989233
2026-01-17,0.5507786560768324
